datetime,000001.SH,cash,commission,direction,signal,total,returns,equity_curve,drawdown,open,high,low,close,volume,,,
2012-03-07,3867.914,18651.876,180,-1,1,22519.79,0.0069985262,4.503958,0.492684,2391.203,2413.695,2388.519,2394.794,91730684.728,,,
2012-03-08,2649.614,20119.996,190,1,0,22769.61,0.0110933539,4.553922,0.44272,2401.102,2426.698,2401.102,2420.276,93410826.914,,,
2012-03-09,2841.474,20119.996,190,1,0,22961.47,0.0084261434,4.592294,0.404348,2425.885,2440.511,2414.966,2439.462,100411480.219,,,
2012-03-12,2795.444,20119.996,190,1,0,22915.44,-0.0020046626,4.583088,0.413554,2438.546,2440.857,2420.84,2434.859,108158111.406,,,
2012-03-13,3004.804,20119.996,190,1,0,23124.8,0.0091361981,4.62496,0.371682,2432.843,2457.22,2428.609,2455.795,102576931.855,,,
2012-03-14,2359.154,20119.996,190,1,0,22479.15,-0.0279202415,4.49583,0.500812,2464.915,2476.216,2382.836,2391.23,170736655.188,,,
2012-03-15,2184.594,20119.996,190,1,-1,22304.59,-0.0077654182,4.460918,0.535724,2388.063,2403.742,2366.024,2373.774,112260876.485,,,
2012-03-16,2064.154,19925.816,200,-1,0,21989.97,-0.0141056168,4.397994,0.598648,2377.757,2406.148,2368.311,2404.736,102406003.302,,,
2012-03-19,2009.674,19925.816,200,-1,0,21935.49,-0.0024774931,4.387098,0.609544,2401.217,2412.336,2383.674,2410.184,102981667.54,,,
2012-03-20,2343.124,19925.816,200,-1,0,22268.94,0.0152013928,4.453788,0.542854,2407.542,2407.542,2376.031,2376.839,94620915.242,,,
2012-03-21,2329.564,19925.816,200,-1,0,22255.38,-0.0006089199,4.451076,0.545566,2384.709,2396.722,2361.222,2378.195,94949639.342,,,
2012-03-22,2353.794,19925.816,200,-1,0,22279.61,0.0010887255,4.455922,0.54072,2376.991,2386.099,2364.13,2375.772,76900869.341,,,
2012-03-23,2616.124,19925.816,200,-1,0,22541.94,0.0117744431,4.508388,0.488254,2369.077,2371.263,2342.12,2349.539,74138712.972,,,
2012-03-26,2605.524,19925.816,200,-1,0,22531.34,-0.0004702346,4.506268,0.490374,2349.086,2357.996,2339.141,2350.599,54051832.906,,,
2012-03-27,2639.724,19925.816,200,-1,0,22565.54,0.0015178858,4.513108,0.483534,2358.545,2363.766,2344.304,2347.179,65159971.554,,,
2012-03-28,3262.704,19925.816,200,-1,0,23188.52,0.0276075822,4.637704,0.358938,2341.003,2341.42,2281.433,2284.881,78231139.045,,,
2012-03-29,3589.914,19925.816,200,-1,0,23515.73,0.0141108618,4.703146,0.293496,2276.74,2280.958,2242.345,2252.16,68018095.501,,,
2012-03-30,3483.634,19925.816,200,-1,0,23409.45,-0.004519528,4.68189,0.314752,2256.042,2266.208,2246.245,2262.788,55962029.859,,,
2012-04-05,3089.104,19925.816,200,-1,0,23014.92,-0.0168534502,4.602984,0.393658,2258.031,2303.824,2251.393,2302.241,74602339.783,,,
2012-04-06,3045.984,19925.816,200,-1,0,22971.8,-0.0018735672,4.59436,0.402282,2299.055,2309.64,2291.559,2306.553,68863352.285,,,
2012-04-09,3253.744,19925.816,200,-1,0,23179.56,0.0090441324,4.635912,0.36073,2300.051,2304.65,2284.442,2285.777,55129724.461,,,
2012-04-10,3052.884,19925.816,200,-1,0,22978.7,-0.0086653931,4.59574,0.400902,2281.024,2306.387,2258.853,2305.863,63133960.653,,,
2012-04-11,3022.264,19925.816,200,-1,0,22948.08,-0.0013325384,4.589616,0.407026,2286.716,2319.053,2280.035,2308.925,67516502.992,,,
2012-04-12,2602.874,19925.816,200,-1,0,22528.69,-0.018275603,4.505738,0.490904,2310.484,2351.055,2307.841,2350.864,87315827,,,
2012-04-13,2519.904,19925.816,200,-1,0,22445.72,-0.0036828595,4.489144,0.507498,2351.513,2369.701,2346.944,2359.161,92321434.038,,,
2012-04-16,2541.254,19925.816,200,-1,0,22467.07,0.0009511836,4.493414,0.503228,2346.307,2364.111,2342.199,2357.026,73752833.49,,,
2012-04-17,2761.664,19925.816,200,-1,0,22687.48,0.009810358,4.537496,0.459146,2355.369,2363.013,2333.341,2334.985,72470714.424,,,
2012-04-18,2303.034,19925.816,200,-1,0,22228.85,-0.0202151142,4.44577,0.550872,2341.135,2383.64,2337.857,2380.848,93123038.358,,,
2012-04-19,2325.174,19925.816,200,-1,0,22250.99,0.0009960029,4.450198,0.546444,2378.632,2386.978,2369.459,2378.634,89960919.583,,,
2012-04-20,2042.884,19925.816,200,-1,0,21968.7,-0.0126866265,4.39374,0.602902,2374.662,2407.294,2372.13,2406.863,101772111.696,,,
2012-04-23,2225.634,19925.816,200,-1,0,22151.45,0.0083186534,4.43029,0.566352,2403.521,2411.51,2383.068,2388.588,109412433.183,,,
2012-04-24,2223.174,19925.816,200,-1,0,22148.99,-0.0001110537,4.429798,0.566844,2380.236,2415.749,2350.399,2388.834,117494693.49,,,
2012-04-25,2043.384,19925.816,200,-1,0,21969.2,-0.0081173002,4.39384,0.602802,2382.211,2411.421,2376.626,2406.813,113070083.354,,,
2012-04-26,2064.544,19925.816,200,-1,0,21990.36,0.0009631666,4.398072,0.59857,2408.558,2414.754,2393.265,2404.697,104823228.17,,,
2012-04-27,2148.354,19925.816,200,-1,0,22074.17,0.0038112155,4.414834,0.581808,2402.431,2408.42,2393.867,2396.316,84016072.396,,,
2012-05-02,1727.154,19925.816,200,-1,0,21652.97,-0.0190811251,4.330594,0.666048,2421.082,2446.35,2407.788,2438.436,123975243.894,,,
2012-05-03,1710.714,19925.816,200,-1,0,21636.53,-0.0007592492,4.327306,0.669336,2433.589,2441.953,2427.728,2440.08,102185836.407,,,
2012-05-04,1591.374,19925.816,200,-1,0,21517.19,-0.0055156719,4.303438,0.693204,2437.465,2453.731,2427.969,2452.014,102378296.014,,,
2012-05-07,1592.044,19925.816,200,-1,0,21517.86,3.11378948645302E-05,4.303572,0.69307,2441.757,2451.947,2432.736,2451.947,111395001.265,,,
2012-05-08,1622.674,19925.816,200,-1,0,21548.49,0.0014234687,4.309698,0.686944,2451.575,2451.598,2431.025,2448.884,104969661.883,,,
2012-05-09,2025.644,19925.816,200,-1,0,21951.46,0.0187006143,4.390292,0.60635,2432.472,2432.472,2407.509,2408.587,99521226.356,,,
2012-05-10,2009.214,19925.816,200,-1,0,21935.03,-0.0007484696,4.387006,0.609636,2409.945,2419.121,2402.204,2410.23,81054861.426,,,
2012-05-11,2161.684,19925.816,200,-1,1,22087.5,0.0069509821,4.4175,0.579142,2406.074,2415.977,2393.378,2394.983,75815758.028,,,
2012-05-14,2252.403,19687.517,210,1,0,21939.92,-0.0066816072,4.387984,0.608658,2408.262,2411.272,2377.983,2380.725,89364340.585,,,
2012-05-15,2193.583,19687.517,210,1,0,21881.1,-0.0026809578,4.37622,0.620422,2367.083,2376.594,2354.614,2374.843,77334728.771,,,
2012-05-16,1907.073,19687.517,210,1,0,21594.59,-0.0130939487,4.318918,0.677724,2369.295,2372.032,2344.5,2346.192,74181725.328,,,
2012-05-17,2234.013,19687.517,210,1,0,21921.53,0.0151399031,4.384306,0.612336,2347.177,2383.306,2342.352,2378.886,81458439.849,,,
2012-05-18,1890.353,19687.517,210,1,0,21577.87,-0.0156768255,4.315574,0.681068,2364.899,2369.598,2338.241,2344.52,78956446.671,,,
2012-05-21,1928.153,19687.517,210,1,0,21615.67,0.0017517948,4.323134,0.673508,2343.576,2360.386,2330.325,2348.3,70052964.572,,,
2012-05-22,2178.223,19687.517,210,1,0,21865.74,0.011568922,4.373148,0.623494,2355.732,2374.056,2354.868,2373.307,75374527.235,,,
2012-05-23,2079.523,19687.517,210,1,0,21767.04,-0.0045139108,4.353408,0.643234,2369.265,2378.077,2350.548,2363.437,84886660.758,,,
2012-05-24,1954.883,19687.517,210,1,0,21642.4,-0.0057260886,4.32848,0.668162,2359.682,2373.057,2344.58,2350.973,76840602.473,,,
2012-05-25,1780.683,19687.517,210,1,0,21468.2,-0.0080490149,4.29364,0.703002,2350.541,2355.808,2327.408,2333.553,68024547.81,,,
2012-05-28,2058.823,19687.517,210,1,0,21746.34,0.0129559069,4.349268,0.647374,2325.317,2361.744,2309.072,2361.367,86735892.422,,,
2012-05-29,2341.513,19687.517,210,1,0,22029.03,0.0129994289,4.405806,0.590836,2361.003,2393.279,2358.374,2389.636,111363644.314,,,
2012-05-30,2291.833,19687.517,210,1,0,21979.35,-0.002255206,4.39587,0.600772,2385.392,2391.691,2378.133,2384.668,84828401.3,,,
2012-05-31,2167.493,19687.517,210,1,0,21855.01,-0.0056571282,4.371002,0.62564,2370.007,2382.989,2362.314,2372.234,75383460.178,,,
2012-06-01,2179.513,19687.517,210,1,0,21867.03,0.0005499883,4.373406,0.623236,2373.224,2388.087,2365.442,2373.436,77078144.8,,,
2012-06-04,1530.653,19687.517,210,1,0,21218.17,-0.0296729826,4.243634,0.753008,2346.984,2348.199,2308.229,2308.55,86903299.584,,,
2012-06-05,1564.313,19687.517,210,1,-1,21251.83,0.0015863762,4.250366,0.746276,2313.741,2323.298,2304.046,2311.916,64099737.588,,,
2012-06-06,2335.526,18934.914,220,-1,0,21270.44,0.0008756893,4.254088,0.742554,2315.561,2323.113,2301.035,2309.555,58562081.283,,,
2012-06-07,2499.776,18934.914,220,-1,0,21434.69,0.0077219841,4.286938,0.709704,2324.672,2328.672,2288.665,2293.13,59646400.379,,,
2012-06-08,2616.606,18934.914,220,-1,0,21551.52,0.0054505104,4.310304,0.686338,2306.219,2306.882,2276.714,2281.447,63755911.203,,,
2012-06-11,2372.516,18934.914,220,-1,0,21307.43,-0.0113258833,4.261486,0.735156,2282.891,2311.772,2278.163,2305.856,60177220.468,,,
2012-06-12,2533.166,18934.914,220,-1,0,21468.08,0.0075396235,4.293616,0.703026,2295.07,2298.95,2280.951,2289.791,55298586.708,,,
2012-06-13,2241.836,18934.914,220,-1,0,21176.75,-0.0135703798,4.23535,0.761292,2289.707,2319.714,2284.65,2318.924,73945581.88,,,
2012-06-14,2471.616,18934.914,220,-1,0,21406.53,0.0108505791,4.281306,0.715336,2306.781,2314.585,2293.065,2295.946,68928753.615,,,
2012-06-15,2362.576,18934.914,220,-1,0,21297.49,-0.0050937728,4.259498,0.737144,2299.781,2314.242,2283.4,2306.85,67855914.889,,,
2012-06-18,2270.556,18934.914,220,-1,0,21205.47,-0.0043206969,4.241094,0.755548,2313.53,2325.052,2309.709,2316.052,60309396.127,,,
2012-06-19,2423.126,18934.914,220,-1,0,21358.04,0.0071948417,4.271608,0.725034,2313.455,2313.455,2298.394,2300.795,57869602.291,,,
2012-06-20,2502.306,18934.914,220,-1,0,21437.22,0.003707269,4.287444,0.709198,2300.406,2304.458,2291.541,2292.877,50568121.867,,,
2012-06-21,2822.306,18934.914,220,-1,1,21757.22,0.0149273087,4.351444,0.645198,2288.454,2288.454,2253.789,2260.877,54696856.218,,,
2012-06-25,1893.247,19491.343,230,1,0,21384.59,-0.0171267285,4.276918,0.719724,2253.514,2253.514,2223.054,2224.114,54809336.014,,,
2012-06-26,1872.777,19491.343,230,1,0,21364.12,-0.0009572314,4.272824,0.723818,2214.649,2229.24,2203.944,2222.067,47281397.826,,,
2012-06-27,1821.447,19491.343,230,1,0,21312.79,-0.0024026265,4.262558,0.734084,2219.944,2233.543,2213.323,2216.934,45220313.771,,,
2012-06-28,1610.537,19491.343,230,1,0,21101.88,-0.0098959357,4.220376,0.776266,2220.236,2224.155,2195.356,2195.843,50299744.713,,,
2012-06-29,1906.417,19491.343,230,1,0,21397.76,0.0140214995,4.279552,0.71709,2190.576,2226.485,2188.716,2225.431,55964660.552,,,
2012-07-02,1913.207,19491.343,230,1,0,21404.55,0.0003173229,4.28091,0.715732,2234.32,2234.873,2215.358,2226.11,60638957.821,,,
2012-07-03,1944.037,19491.343,230,1,0,21435.38,0.001440348,4.287076,0.709566,2225.568,2244.832,2219.05,2229.193,60441034.732,,,
2012-07-04,1925.257,19491.343,230,1,0,21416.6,-0.0008761216,4.28332,0.713322,2233.335,2239.27,2219.448,2227.315,52367380.262,,,
2012-07-05,1665.637,19491.343,230,1,0,21156.98,-0.0121223724,4.231396,0.765246,2218.216,2218.216,2192.648,2201.353,52088149.213,,,
2012-07-06,1887.897,19491.343,230,1,0,21379.24,0.0105052801,4.275848,0.720794,2203.73,2227.473,2185.522,2223.579,70766413.523,,,
2012-07-09,1360.247,19491.343,230,1,-1,20851.59,-0.0246804844,4.170318,0.826324,2210.714,2216.697,2168.608,2170.814,69313222.932,,,
2012-07-10,2234.584,18675.776,240,-1,0,20910.36,0.0028184901,4.182072,0.81457,2166.947,2178.195,2156.726,2164.437,53225562.146,,,
2012-07-11,2125.124,18675.776,240,-1,0,20800.9,-0.0052347258,4.16018,0.836462,2160.02,2176.491,2156.596,2175.383,53413031.939,,,
2012-07-12,2024.044,18675.776,240,-1,0,20699.82,-0.0048594051,4.139964,0.856678,2172.064,2197.044,2152.675,2185.491,79627358.213,,,
2012-07-13,2020.004,18675.776,240,-1,0,20695.78,-0.0001951708,4.139156,0.857486,2180.172,2198.661,2177.924,2185.895,56114765.517,,,
2012-07-16,2399.404,18675.776,240,-1,0,21075.18,0.0183322397,4.215036,0.781606,2187.887,2188.063,2146.154,2147.955,62714719.943,,,
2012-07-17,2267.094,18675.776,240,-1,0,20942.87,-0.0062780009,4.188574,0.808068,2142.43,2165.335,2141.481,2161.186,52050624.697,,,
2012-07-18,2187.964,18675.776,240,-1,0,20863.74,-0.0037783742,4.172748,0.823894,2159.857,2170.296,2138.792,2169.099,59282117.14,,,
2012-07-19,2030.544,18675.776,240,-1,0,20706.32,-0.0075451477,4.141264,0.855378,2164.274,2197.79,2159.943,2184.841,68350742.556,,,
2012-07-20,2192.574,18675.776,240,-1,0,20868.35,0.0078251471,4.17367,0.822972,2180.012,2185.733,2162.064,2168.638,54549966.992,,,
2012-07-23,2464.934,18675.776,240,-1,0,21140.71,0.0130513433,4.228142,0.7685,2154.171,2154.171,2135.563,2141.402,47984498.101,,,
2012-07-24,2413.064,18675.776,240,-1,0,21088.84,-0.00245356,4.217768,0.778874,2132.317,2158.948,2131.013,2146.589,46650467.118,,,
2012-07-25,2517.444,18675.776,240,-1,0,21193.22,0.0049495373,4.238644,0.757998,2141.036,2151.45,2132.833,2136.151,41112394.801,,,
2012-07-26,2618.914,18675.776,240,-1,0,21294.69,0.004787852,4.258938,0.737704,2134.987,2147.664,2124.155,2126.004,44906166.094,,,
2012-07-27,2591.304,18675.776,240,-1,0,21267.08,-0.0012965674,4.253416,0.743226,2132.009,2139.154,2120.63,2128.765,46680223.948,,,
2012-07-30,2779.814,18675.776,240,-1,0,21455.59,0.0088639343,4.291118,0.705524,2128.159,2137.736,2107.634,2109.914,42406106.639,,,
2012-07-31,2842.614,18675.776,240,-1,0,21518.39,0.0029269761,4.303678,0.692964,2109.325,2116.904,2100.252,2103.634,43470814.409,,,
2012-08-01,2645.354,18675.776,240,-1,0,21321.13,-0.0091670427,4.264226,0.732416,2101.723,2130.712,2101.708,2123.36,44407565.24,,,
2012-08-02,2767.134,18675.776,240,-1,0,21442.91,0.0057117048,4.288582,0.70806,2120.146,2126.46,2103.495,2111.182,41781302.309,,,
2012-08-03,2550.994,18675.776,240,-1,0,21226.77,-0.0100797886,4.245354,0.751288,2113.964,2133.266,2108.33,2132.796,43755341.373,,,
2012-08-06,2329.794,18675.776,240,-1,0,21005.57,-0.0104208035,4.201114,0.795528,2129.148,2158.681,2127.263,2154.916,61162418.837,,,
2012-08-07,2302.754,18675.776,240,-1,0,20978.53,-0.0012872776,4.195706,0.800936,2153.093,2159.683,2148.897,2157.62,61939172.451,,,
2012-08-08,2269.054,18675.776,240,-1,0,20944.83,-0.0016064043,4.188966,0.807676,2158.982,2168.734,2153.02,2160.99,62324848.205,,,
2012-08-09,2137.934,18675.776,240,-1,0,20813.71,-0.0062602561,4.162742,0.8339,2159.434,2175.545,2148.694,2174.102,65269645.651,,,
2012-08-10,2190.814,18675.776,240,-1,0,20866.59,0.0025406331,4.173318,0.823324,2172.964,2176.795,2165.284,2168.814,60929040.657,,,
2012-08-13,2518.174,18675.776,240,-1,0,21193.95,0.0156882366,4.23879,0.757852,2164.043,2164.043,2134.554,2136.078,63097889.074,,,
2012-08-14,2453.704,18675.776,240,-1,0,21129.48,-0.0030419058,4.225896,0.770746,2137.047,2144.006,2119.253,2142.525,59676955.655,,,
2012-08-15,2689.504,18675.776,240,-1,0,21365.28,0.0111597635,4.273056,0.723586,2138.278,2139.142,2118.503,2118.945,45974551.736,,,
2012-08-16,2756.984,18675.776,240,-1,1,21432.76,0.0031583953,4.286552,0.71009,2116.08,2122.683,2109.658,2112.197,38983892.616,,,
2012-08-17,2139.137,19315.563,250,1,0,21454.7,0.0010236666,4.29094,0.705702,2111.653,2120.714,2100.787,2114.891,39157482.604,,,
2012-08-20,2059.797,19315.563,250,1,0,21375.36,-0.0036980242,4.275072,0.72157,2102.231,2110.78,2089.018,2106.957,39258125.49,,,
2012-08-21,2172.907,19315.563,250,1,0,21488.47,0.0052916068,4.297694,0.698948,2106.381,2124.195,2103.071,2118.268,51476983.797,,,
2012-08-22,2067.337,19315.563,250,1,0,21382.9,-0.0049128672,4.27658,0.720062,2118.881,2121.149,2097.605,2107.711,48951230.033,,,
2012-08-23,2120.947,19315.563,250,1,0,21436.51,0.0025071436,4.287302,0.70934,2106.96,2118.736,2097.083,2113.072,50332396.315,,,
2012-08-24,1911.267,19315.563,250,1,0,21226.83,-0.009781443,4.245366,0.751276,2108.36,2109.822,2089.217,2092.104,49673673.016,,,
2012-08-27,1547.307,19315.563,250,1,0,20862.87,-0.0171462248,4.172574,0.824068,2085.373,2085.373,2055.377,2055.708,47863250.945,,,
2012-08-28,1721.767,19315.563,250,1,0,21037.33,0.0083622244,4.207466,0.789176,2054.967,2083.956,2052.492,2073.154,42097864.049,,,
2012-08-29,1522.577,19315.563,250,1,0,20838.14,-0.0094684069,4.167628,0.829014,2066.82,2073.949,2051.775,2053.235,41622140.056,,,
2012-08-30,1516.077,19315.563,250,1,0,20831.64,-0.000311928,4.166328,0.830314,2044.033,2060.185,2032.537,2052.585,50764221.756,,,
2012-08-31,1465.447,19315.563,250,1,0,20781.01,-0.0024304375,4.156202,0.84044,2046.289,2059.302,2044.65,2047.522,35269787.928,,,
2012-09-03,1581.697,19315.563,250,1,0,20897.26,0.0055940496,4.179452,0.81719,2044.825,2066.78,2041.161,2059.147,47911475.436,,,
2012-09-04,1426.717,19315.563,250,1,0,20742.28,-0.0074162833,4.148456,0.848186,2060.613,2063.817,2039.266,2043.649,47574484.927,,,
2012-09-05,1367.037,19315.563,250,1,0,20682.6,-0.002877215,4.13652,0.860122,2038.873,2048.319,2029.054,2037.681,44886467.552,,,
2012-09-06,1509.407,19315.563,250,1,0,20824.97,0.006883564,4.164994,0.831648,2040.668,2052.95,2036.366,2051.918,42728537.035,,,
2012-09-07,2267.847,19315.563,250,1,0,21583.41,0.0364197403,4.316682,0.67996,2062.99,2145.003,2062.99,2127.762,111136695.813,,,
2012-09-10,2339.157,19315.563,250,1,0,21654.72,0.0033039265,4.330944,0.665698,2128.065,2140.168,2120.486,2134.893,86110737.817,,,
2012-09-11,2195.767,19315.563,250,1,0,21511.33,-0.0066216511,4.302266,0.694376,2127.519,2127.519,2107.219,2120.554,65762864.356,,,
2012-09-12,2255.767,19315.563,250,1,0,21571.33,0.0027892278,4.314266,0.682376,2129.687,2137.89,2109.137,2126.554,69157408.695,,,
2012-09-13,2094.017,19315.563,250,1,0,21409.58,-0.0074983786,4.281916,0.714726,2123.84,2130.079,2109.996,2110.379,64590831.355,,,
2012-09-14,2228.697,19315.563,250,1,0,21544.26,0.0062906419,4.308852,0.68779,2127.389,2136.226,2111.12,2123.847,76179406.828,,,
2012-09-17,1775.227,19315.563,250,1,0,21090.79,-0.0210482978,4.218158,0.778484,2120.617,2121.583,2077.484,2078.5,62461134.375,,,
2012-09-18,1585.657,19315.563,250,1,0,20901.22,-0.0089882835,4.180244,0.816398,2069.343,2074.762,2053.662,2059.543,43632379.817,,,
2012-09-19,1668.537,19315.563,250,1,-1,20984.1,0.0039653188,4.19682,0.799822,2061.061,2069.95,2055.198,2067.831,43550876.13,,,
2012-09-20,2497.771,18911.269,260,-1,0,21409.04,0.0202505707,4.281808,0.714834,2060.306,2060.306,2023.085,2024.837,53959071.02,,,
2012-09-21,2479.241,18911.269,260,-1,0,21390.51,-0.0008655222,4.278102,0.71854,2020.554,2041.948,2018.263,2026.69,47695123.366,,,
2012-09-24,2414.221,18911.269,260,-1,0,21325.49,-0.0030396657,4.265098,0.731544,2015.767,2040.85,2005.263,2033.192,45575601.287,,,
2012-09-25,2453.211,18911.269,260,-1,0,21364.48,0.0018283284,4.272896,0.723746,2028.633,2039.096,2021.809,2029.293,38445162.494,,,
2012-09-26,2704.421,18911.269,260,-1,0,21615.69,0.0117583016,4.323138,0.673504,2027.855,2033.036,1999.484,2004.172,38415066.392,,,
2012-09-27,2182.911,18911.269,260,-1,0,21094.18,-0.0241264563,4.218836,0.777806,2003.099,2068.071,2002.324,2056.323,60338935.875,,,
2012-09-28,1884.451,18911.269,260,-1,0,20795.72,-0.0141489264,4.159144,0.837498,2042.886,2089.633,2040.35,2086.169,64802323.507,,,
2012-10-08,2001.951,18911.269,260,-1,0,20913.22,0.0056502011,4.182644,0.813998,2084.849,2096.259,2063.089,2074.419,44793732.47,,,
2012-10-09,1593.841,18911.269,260,-1,0,20505.11,-0.0195144507,4.101022,0.89562,2081.589,2119.336,2081.589,2115.23,67520373.269,,,
2012-10-10,1546.721,18911.269,260,-1,0,20457.99,-0.0022979638,4.091598,0.905044,2111.587,2121.992,2102.535,2119.942,60531573.749,,,
2012-10-11,1717.461,18911.269,260,-1,0,20628.73,0.0083458834,4.125746,0.870896,2114.232,2117.839,2101.14,2102.868,56744435.9,,,
2012-10-12,1696.821,18911.269,260,-1,0,20608.09,-0.0010005463,4.121618,0.875024,2109.07,2127.307,2092.511,2104.932,51434044.796,,,
2012-10-15,1759.111,18911.269,260,-1,0,20670.38,0.0030225994,4.134076,0.862566,2105.024,2107.199,2085.115,2098.703,42308632.843,,,
2012-10-16,1758.061,18911.269,260,-1,0,20669.33,-5.07973244806559E-05,4.133866,0.862776,2097.05,2111.78,2089.695,2098.808,47242197.205,,,
2012-10-17,1689.961,18911.269,260,-1,0,20601.23,-0.0032947367,4.120246,0.876396,2104.28,2113.162,2088.044,2105.618,47070596.465,,,
2012-10-18,1429.261,18911.269,260,-1,0,20340.53,-0.0126545842,4.068106,0.928536,2108.498,2137.686,2107.492,2131.688,65711759.568,,,
2012-10-19,1463.121,18911.269,260,-1,0,20374.39,0.0016646567,4.074878,0.921764,2129.82,2136.869,2125.736,2128.302,50605600.28,,,
2012-10-22,1418.561,18911.269,260,-1,0,20329.83,-0.0021870593,4.065966,0.930676,2118.521,2138.027,2112.752,2132.758,47534435.094,,,
2012-10-23,1601.671,18911.269,260,-1,0,20512.94,0.0090069617,4.102588,0.894054,2132.108,2136.218,2111.923,2114.447,54013091.665,,,
2012-10-24,1586.241,18911.269,260,-1,0,20497.51,-0.0007522081,4.099502,0.89714,2106.83,2123.998,2104.67,2115.99,49728088.898,,,
2012-10-25,1730.341,18911.269,260,-1,0,20641.61,0.0070301222,4.128322,0.86832,2114.764,2128.74,2100.609,2101.58,55690216.572,,,
2012-10-26,2084.051,18911.269,260,-1,1,20995.32,0.0171357757,4.199064,0.797578,2100.1,2102.162,2058.063,2066.209,54248873.731,,,
2012-10-29,1993.549,18924.111,270,1,0,20917.66,-0.0036989196,4.183532,0.81311,2061.847,2068.237,2053.092,2058.943,39078111.019,,,
2012-10-30,2027.589,18924.111,270,1,0,20951.7,0.0016273331,4.19034,0.806302,2059.202,2075.905,2054.264,2062.347,42767334.901,,,
2012-10-31,2092.919,18924.111,270,1,0,21017.03,0.0031181241,4.203406,0.793236,2061.124,2070.479,2053.583,2068.88,43159088.527,,,
2012-11-01,2448.399,18924.111,270,1,0,21372.51,0.0169139027,4.274502,0.72214,2070.02,2109.496,2069.947,2104.428,62606643.902,,,
2012-11-02,2574.579,18924.111,270,1,0,21498.69,0.0059038456,4.299738,0.696904,2105.449,2119.224,2096.531,2117.046,55869885.523,,,
2012-11-05,2544.389,18924.111,270,1,0,21468.5,-0.0014042716,4.2937,0.702942,2113.328,2123.327,2104.584,2114.027,53222132.005,,,
2012-11-06,2464.109,18924.111,270,1,0,21388.22,-0.0037394322,4.277644,0.718998,2113.658,2114.791,2078.472,2105.999,53697998.81,,,
2012-11-07,2461.419,18924.111,270,1,0,21385.53,-0.0001257702,4.277106,0.719536,2102.419,2112.631,2093.289,2105.73,47163781.132,,,
2012-11-08,2119.209,18924.111,270,1,0,21043.32,-0.0160019415,4.208664,0.787978,2091.254,2092.565,2070.65,2071.509,49276099.893,,,
2012-11-09,2094.789,18924.111,270,1,0,21018.9,-0.0011604633,4.20378,0.792862,2066.495,2077.228,2062.417,2069.067,39065354.573,,,
2012-11-12,2196.859,18924.111,270,1,-1,21120.97,0.0048561057,4.224194,0.772448,2069.214,2079.571,2061.84,2079.274,42083753.188,,,
2012-11-13,2393.124,19036.696,280,-1,0,21429.82,0.0146229079,4.285964,0.710678,2078.133,2078.133,2044.036,2047.889,44605159.107,,,
2012-11-14,2317.824,19036.696,280,-1,0,21354.52,-0.0035137953,4.270904,0.725738,2047.257,2056.488,2040.172,2055.419,35883690.655,,,
2012-11-15,2569.114,19036.696,280,-1,0,21605.81,0.0117675321,4.321162,0.67548,2045.456,2053.56,2029.874,2030.29,37082797.748,,,
2012-11-16,2724.764,19036.696,280,-1,0,21761.46,0.0072040808,4.352292,0.64435,2026.563,2028.686,2001.716,2014.725,36821292.718,,,
2012-11-19,2702.194,19036.696,280,-1,0,21738.89,-0.0010371547,4.347778,0.648864,2013.246,2018.38,1995.721,2016.982,36090720.201,,,
2012-11-20,2782.784,19036.696,280,-1,0,21819.48,0.003707181,4.363896,0.632746,2020.433,2023.611,2004.17,2008.923,33372963.548,,,
2012-11-21,2568.824,19036.696,280,-1,0,21605.52,-0.0098059165,4.321104,0.675538,2008.211,2031.149,1995.174,2030.319,39658621.481,,,
2012-11-22,2715.904,19036.696,280,-1,0,21752.6,0.0068075196,4.35052,0.646122,2021.209,2023.085,2009.72,2015.611,33727413.953,,,
2012-11-23,2598.174,19036.696,280,-1,0,21634.87,-0.0054122266,4.326974,0.669668,2020.015,2034.884,2017.004,2027.384,38278378.09,,,
2012-11-26,2697.374,19036.696,280,-1,0,21734.07,0.0045851905,4.346814,0.649828,2023.339,2027.274,2014.029,2017.464,33110722.038,,,
2012-11-27,2960.364,19036.696,280,-1,0,21997.06,0.0121003567,4.399412,0.59723,2012.075,2014.211,1990.336,1991.165,39089182.618,,,
2012-11-28,3136.784,19036.696,280,-1,0,22173.48,0.0080201627,4.434696,0.561946,1984.48,1984.863,1968.213,1973.523,34492569.662,,,
2012-11-29,3237.134,19036.696,280,-1,0,22273.83,0.0045256766,4.454766,0.541876,1972.925,1980.556,1961.822,1963.488,33179657.979,,,
2012-11-30,3070.844,19036.696,280,-1,0,22107.54,-0.007465712,4.421508,0.575134,1961.815,1983.419,1959.334,1980.117,37739106.755,,,
2012-12-03,3274.344,19036.696,280,-1,0,22311.04,0.0092050043,4.462208,0.534434,1977.254,1988.191,1957.884,1959.767,43027553.647,,,
2012-12-04,3120.584,19036.696,280,-1,0,22157.28,-0.0068916554,4.431456,0.565186,1956.616,1980.119,1949.457,1975.143,43054547.446,,,
2012-12-05,2552.944,19036.696,280,-1,0,21589.64,-0.025618668,4.317928,0.678714,1973.107,2040.604,1970.202,2031.907,85475970.222,,,
