datetime,open,high,low,close,volume,000001.SH,cash,commission,direction,signal,total,returns,equity_curve,drawdown
2010-08-06,2618.7129999999997,2659.4120000000003,2598.913,2658.3920000000003,123369598.864,0.0,5000.0,0.0,0,0,5000.0,,,
2010-08-09,2656.364,2676.09,2650.397,2672.533,126564688.624,0.0,5000.0,0.0,0,0,5000.0,0.0,1.0,0.0
2010-08-10,2672.7929999999997,2675.313,2594.3360000000002,2595.274,129567701.18200001,0.0,5000.0,0.0,0,0,5000.0,0.0,1.0,0.0
2010-08-11,2587.615,2618.451,2586.018,2607.4970000000003,88759712.1223,0.0,5000.0,0.0,0,0,5000.0,0.0,1.0,0.0
2010-08-12,2584.919,2608.761,2570.9629999999997,2575.475,96005861.114,0.0,5000.0,0.0,0,0,5000.0,0.0,1.0,0.0
2010-08-13,2576.687,2607.033,2564.8379999999997,2606.7,91346885.77200001,0.0,5000.0,0.0,0,0,5000.0,0.0,1.0,0.0
2010-08-16,2603.792,2665.3140000000003,2596.771,2661.708,130747036.4988,0.0,5000.0,0.0,0,0,5000.0,0.0,1.0,0.0
2010-08-17,2663.184,2677.57,2654.011,2671.893,128597720.021,0.0,5000.0,0.0,0,0,5000.0,0.0,1.0,0.0
2010-08-18,2674.5009999999997,2687.76,2654.408,2666.301,128831042.371,0.0,5000.0,0.0,0,1,5000.0,0.0,1.0,0.0
2010-08-19,2669.4309999999996,2701.93,2659.297,2687.9790000000003,133233657.249,2883.0810000000033,2328.699,10.0,1,0,5211.780000000003,0.042356000000000726,1.0423560000000007,0.0
2010-08-20,2677.0190000000002,2683.288,2636.908,2642.3070000000002,119817337.63200001,2426.361000000003,2328.699,10.0,1,0,4755.060000000003,-0.08763224848324369,0.9510120000000007,0.09134399999999998
2010-08-23,2637.82,2656.116,2629.7070000000003,2639.366,91492887.89899999,2396.9510000000005,2328.699,10.0,1,0,4725.650000000001,-0.00618499030506503,0.9451300000000002,0.09722600000000048
2010-08-24,2636.532,2667.171,2614.563,2650.3070000000002,106318342.843,2506.361000000003,2328.699,10.0,1,0,4835.060000000003,0.023152370573360725,0.9670120000000006,0.07534400000000008
2010-08-25,2634.95,2645.5029999999997,2595.728,2596.58,108265742.16700001,1969.091,2328.699,10.0,1,0,4297.79,-0.11111961382071844,0.859558,0.18279800000000068
2010-08-26,2604.882,2616.962,2590.614,2603.481,81805454.77600001,2038.1010000000028,2328.699,10.0,1,-1,4366.800000000003,0.016057089806622127,0.8733600000000006,0.16899600000000015
2010-08-27,2602.501,2613.487,2588.643,2610.742,75183467.794,2530.8710000000005,1758.3190000000027,20.0,-1,0,4289.190000000003,-0.01777273976367122,0.8578380000000007,0.18451800000000007
2010-08-30,2622.2659999999996,2656.355,2620.19,2652.664,120862400.138,2111.6510000000003,1758.3190000000027,20.0,-1,0,3869.970000000003,-0.09773873388681775,0.7739940000000006,0.2683620000000001
2010-08-31,2644.7870000000003,2647.2529999999997,2626.7929999999997,2638.798,124753743.78799999,2250.3110000000047,1758.3190000000027,20.0,-1,0,4008.6300000000074,0.03582973511422671,0.8017260000000015,0.24062999999999923
2010-09-01,2641.053,2662.8759999999997,2604.487,2622.882,138493970.6,2409.471000000002,1758.3190000000027,20.0,-1,0,4167.7900000000045,0.039704337890999364,0.8335580000000009,0.20879799999999982
2010-09-02,2646.893,2659.978,2636.4179999999997,2655.776,142065830.978,2080.531000000004,1758.3190000000027,20.0,-1,0,3838.8500000000067,-0.07892432200278743,0.7677700000000014,0.27458599999999933
2010-09-03,2658.1290000000004,2660.539,2631.8509999999997,2655.3940000000002,145978031.9706,2084.351,1758.3190000000027,20.0,-1,0,3842.670000000003,0.0009950896752923821,0.7685340000000006,0.2738220000000001
2010-09-06,2667.195,2698.6009999999997,2664.239,2696.25,160243816.004,1675.7910000000024,1758.3190000000027,20.0,-1,0,3434.110000000005,-0.10632190638280081,0.6868220000000012,0.3555339999999996
2010-09-07,2698.218,2704.933,2679.0229999999997,2698.363,123619813.535,1654.6610000000042,1758.3190000000027,20.0,-1,0,3412.980000000007,-0.006152977044998065,0.6825960000000015,0.3597599999999992
2010-09-08,2687.711,2695.845,2674.321,2695.2909999999997,130961458.93200001,1685.3810000000053,1758.3190000000027,20.0,-1,0,3443.700000000008,0.009000931737074724,0.6887400000000018,0.35361599999999893
2010-09-09,2698.638,2698.638,2651.6020000000003,2656.3520000000003,156158833.53,2074.7709999999993,1758.3190000000027,20.0,-1,0,3833.090000000002,0.11307314806748359,0.7666180000000007,0.27573800000000004
2010-09-10,2657.235,2667.837,2628.829,2663.2090000000003,134130260.641,2006.2009999999996,1758.3190000000027,20.0,-1,0,3764.5200000000023,-0.017888961647130608,0.7529040000000007,0.28945200000000004
2010-09-13,2665.655,2696.6740000000004,2660.607,2688.32,140796348.382,1755.0910000000008,1758.3190000000027,20.0,-1,0,3513.4100000000035,-0.06670438727912154,0.7026820000000009,0.3396739999999998
2010-09-14,2694.0690000000004,2703.781,2678.974,2688.522,141033358.692,1753.071000000003,1758.3190000000027,20.0,-1,0,3511.390000000006,-0.0005749400155398154,0.7022780000000014,0.3400779999999993
2010-09-15,2688.386,2688.49,2645.864,2652.5029999999997,138474774.688,2113.2610000000054,1758.3190000000027,20.0,-1,1,3871.580000000008,0.10257761171501922,0.7743160000000018,0.26803999999999895
2010-09-16,2646.921,2653.272,2583.337,2602.465,128503047.305,2152.123000000004,1214.0770000000084,30.0,1,0,3366.2000000000126,-0.13053585357915742,0.6732400000000027,0.369115999999998
2010-09-17,2607.551,2615.0789999999997,2592.535,2598.689,94665866.014,2114.363000000001,1214.0770000000084,30.0,1,0,3328.4400000000096,-0.01121739647079878,0.6656880000000022,0.37666799999999856
2010-09-20,2601.482,2607.347,2573.629,2588.7129999999997,89768763.34899999,2014.603,1214.0770000000084,30.0,1,0,3228.6800000000085,-0.029971998894377183,0.645736000000002,0.39661999999999875
2010-09-21,2593.763,2601.099,2580.177,2591.55,66352718.905,2042.9730000000045,1214.0770000000084,30.0,1,0,3257.050000000013,0.008786872653841371,0.6514100000000029,0.3909459999999978
2010-09-27,2600.54,2629.045,2597.139,2627.967,90540412.83399999,2407.1430000000037,1214.0770000000084,30.0,1,0,3621.220000000012,0.11180976650650054,0.7242440000000028,0.31811199999999795
2010-09-28,2625.3259999999996,2625.3259999999996,2607.018,2611.354,115012769.894,2241.013000000001,1214.0770000000084,30.0,1,0,3455.0900000000092,-0.04587680395005056,0.6910180000000022,0.3513379999999985
2010-09-29,2608.919,2634.1240000000003,2603.927,2610.678,105883851.59200001,2234.2530000000015,1214.0770000000084,30.0,1,0,3448.33000000001,-0.0019565336937675815,0.6896660000000023,0.3526899999999984
2010-09-30,2599.715,2655.9990000000003,2597.597,2655.658,107081515.676,2684.0530000000017,1214.0770000000084,30.0,1,0,3898.13000000001,0.13043995209275172,0.7796260000000024,0.26272999999999835
2010-10-08,2681.2529999999997,2747.805,2677.994,2738.744,167621124.086,3514.913000000004,1214.0770000000084,30.0,1,0,4728.9900000000125,0.2131432250848484,0.9457980000000029,0.09655799999999781
2010-10-11,2755.026,2823.597,2755.026,2806.942,253469816.33099997,4196.893000000003,1214.0770000000084,30.0,1,0,5410.970000000011,0.1442126119953726,1.0821940000000028,0.0
2010-10-12,2795.764,2843.428,2782.341,2841.407,211787463.158,4541.543000000004,1214.0770000000084,30.0,1,0,5755.620000000013,0.06369467951217622,1.151124000000003,0.0
2010-10-13,2842.138,2862.035,2826.2209999999995,2861.361,228385387.87,4741.083000000001,1214.0770000000084,30.0,1,0,5955.16000000001,0.034668723786489775,1.1910320000000023,0.0
2010-10-14,2881.552,2919.414,2864.5190000000002,2879.636,264686127.44599998,4923.833000000002,1214.0770000000084,30.0,1,0,6137.910000000011,0.030687672539444932,1.2275820000000026,0.0
2010-10-15,2863.738,2971.16,2858.216,2971.16,272950778.561,5839.073000000001,1214.0770000000084,30.0,1,0,7053.15000000001,0.14911264583547124,1.4106300000000025,0.0
2010-10-18,2985.462,3026.099,2944.715,2955.2270000000003,301231086.926,5679.743000000006,1214.0770000000084,30.0,1,0,6893.820000000014,-0.02258990663745919,1.3787640000000034,0.03186599999999906
2010-10-19,2949.63,3002.3709999999996,2931.91,3001.853,199631322.92900002,6146.003000000003,1214.0770000000084,30.0,1,0,7360.080000000012,0.0676344900214969,1.4720160000000029,0.0
2010-10-20,2947.511,3041.151,2942.505,3003.9509999999996,262064859.268,6166.982999999998,1214.0770000000084,30.0,1,0,7381.060000000007,0.002850512494428692,1.4762120000000019,0.0
2010-10-21,3009.225,3018.244,2958.546,2983.533,205073033.662,5962.803000000002,1214.0770000000084,30.0,1,0,7176.88000000001,-0.027662693434275853,1.4353760000000026,0.040835999999999206
2010-10-22,2976.7540000000004,2997.6240000000003,2954.619,2975.0429999999997,194901562.538,5877.902999999999,1214.0770000000084,30.0,1,0,7091.980000000008,-0.011829652996845685,1.4183960000000022,0.057815999999999645
2010-10-25,2979.7059999999997,3051.539,2959.298,3051.4190000000003,251711409.46,6641.663000000006,1214.0770000000084,30.0,1,0,7855.740000000014,0.10769347911302707,1.5711480000000035,0.0
2010-10-26,3065.844,3073.384,3017.8179999999998,3041.5429999999997,260361924.70400003,6542.902999999999,1214.0770000000084,30.0,1,0,7756.980000000008,-0.012571699165197181,1.5513960000000022,0.019752000000001324
2010-10-27,3031.645,3056.3990000000003,2988.8709999999996,2997.048,230105302.3239,6097.953,1214.0770000000084,30.0,1,0,7312.030000000009,-0.05736124110156249,1.4624060000000025,0.108742000000001
2010-10-28,2989.29,3007.013,2969.304,2992.579,185681185.122,6053.2630000000045,1214.0770000000084,30.0,1,0,7267.340000000013,-0.006111845821200945,1.4534680000000033,0.11768000000000023
2010-10-29,2993.296,2996.7740000000003,2955.48,2978.835,194560385.9502,5915.823000000003,1214.0770000000084,30.0,1,0,7129.9000000000115,-0.018912009070719327,1.425980000000003,0.14516800000000063
2010-11-01,2986.886,3054.05,2986.886,3054.0209999999997,251047187.658,6667.683,1214.0770000000084,30.0,1,0,7881.760000000008,0.10545168936450655,1.5763520000000022,0.0
2010-11-02,3061.631,3089.5679999999998,3029.324,3045.434,306509480.6932,6581.813000000005,1214.0770000000084,30.0,1,0,7795.890000000013,-0.010894774771116555,1.559178000000003,0.017173999999999134
2010-11-03,3044.022,3069.066,3017.098,3030.988,243967884.5657,6437.353000000001,1214.0770000000084,30.0,1,0,7651.430000000009,-0.018530276851007832,1.5302860000000023,0.04606599999999994
2010-11-04,3035.366,3087.421,3035.366,3086.9390000000003,228103070.9539,6996.863000000006,1214.0770000000084,30.0,1,0,8210.940000000013,0.07312489299385905,1.642188000000003,0.0
2010-11-05,3129.87,3142.5890000000004,3105.921,3129.4970000000003,273178387.115,7422.443000000006,1214.0770000000084,30.0,1,0,8636.520000000015,0.05183085006101629,1.7273040000000035,0.0
2010-11-08,3140.395,3160.699,3124.091,3159.512,259242023.181,7722.593000000004,1214.0770000000084,30.0,1,0,8936.670000000013,0.034753581303580194,1.7873340000000029,0.0
2010-11-09,3159.0190000000002,3159.0190000000002,3110.343,3135.0,248089377.252,7477.473000000003,1214.0770000000084,30.0,1,0,8691.55000000001,-0.02742856119785131,1.7383100000000025,0.0490240000000004
2010-11-10,3120.44,3124.256,3093.8779999999997,3115.3559999999998,248976890.9328,7281.033,1214.0770000000084,30.0,1,0,8495.110000000008,-0.022601262145417356,1.699022000000002,0.08831200000000083
2010-11-11,3108.511,3186.72,3102.7740000000003,3147.744,286984448.9268,7604.913000000004,1214.0770000000084,30.0,1,0,8818.990000000013,0.0381254627662273,1.763798000000003,0.02353599999999978
2010-11-12,3121.922,3150.1459999999997,2975.163,2985.435,298405913.62700003,5981.823000000002,1214.0770000000084,30.0,1,0,7195.900000000011,-0.1840448849584816,1.4391800000000026,0.3481540000000003
2010-11-15,2984.8720000000003,3016.131,2939.68,3014.413,197094095.3906,6271.603000000003,1214.0770000000084,30.0,1,-1,7485.680000000011,0.04027015383760202,1.4971360000000027,0.2901980000000002
2010-11-16,3007.643,3007.643,2885.7529999999997,2894.538,221674190.365,4213.1630000000005,4466.267000000011,40.0,-1,0,8679.430000000011,0.15947115024954295,1.735886000000003,0.05144799999999994
2010-11-17,2852.478,2891.052,2824.1209999999996,2838.857,158701993.0892,4769.973,4466.267000000011,40.0,-1,0,9236.24000000001,0.06415283031258956,1.8472480000000029,0.0
2010-11-18,2855.605,2873.696,2827.179,2865.452,127770552.361,4504.022999999997,4466.267000000011,40.0,-1,0,8970.290000000008,-0.028794184646566356,1.7940580000000024,0.053190000000000515
2010-11-19,2879.655,2888.75,2806.6440000000002,2888.566,155775076.597,4272.883000000002,4466.267000000011,40.0,-1,0,8739.150000000012,-0.025767282886060006,1.7478300000000033,0.09941799999999956
2010-11-22,2861.6059999999998,2904.97,2852.7740000000003,2884.3709999999996,162685478.7,4314.833000000004,4466.267000000011,40.0,-1,0,8781.100000000015,0.0048002380094176456,1.756220000000004,0.091027999999999
2010-11-23,2872.172,2872.172,2791.5840000000003,2828.282,145079505.569,4875.722999999998,4466.267000000011,40.0,-1,0,9341.990000000009,0.06387468540387808,1.868398000000003,0.0
2010-11-24,2794.864,2861.485,2794.864,2859.9359999999997,147881632.9874,4559.183000000003,4466.267000000011,40.0,-1,0,9025.450000000013,-0.03388357298605493,1.8050900000000036,0.06330799999999925
2010-11-25,2875.8579999999997,2901.675,2856.962,2898.261,167185489.071,4175.933000000001,4466.267000000011,40.0,-1,0,8642.200000000012,-0.042463256679722505,1.728440000000003,0.1399579999999998
2010-11-26,2890.2870000000003,2894.421,2851.9570000000003,2871.698,143563927.8548,4441.563000000002,4466.267000000011,40.0,-1,0,8907.830000000013,0.030736386568235075,1.7815660000000033,0.08683199999999958
2010-11-29,2861.1490000000003,2878.827,2841.795,2866.3559999999998,133972620.547,4494.983000000002,4466.267000000011,40.0,-1,0,8961.250000000013,0.00599697120398579,1.7922500000000035,0.07614799999999944
2010-11-30,2863.4120000000003,2881.16,2758.9240000000004,2820.1809999999996,173085021.719,4956.733000000004,4466.267000000011,40.0,-1,0,9423.000000000015,0.05152740968056935,1.884600000000004,0.0
2010-12-01,2810.5429999999997,2834.199,2795.8109999999997,2823.449,104257887.0564,4924.053,4466.267000000011,40.0,-1,1,9390.32000000001,-0.0034681099437550156,1.8780640000000033,0.006536000000000763
2010-12-02,2860.4640000000004,2870.8059999999996,2841.473,2843.607,132216371.80700001,3025.028999999999,6561.87100000001,50.0,1,0,9586.900000000009,0.020934323856907744,1.917380000000003,0.0
2010-12-03,2846.725,2853.401,2822.743,2842.4309999999996,105926905.638,3013.2689999999952,6561.87100000001,50.0,1,0,9575.140000000005,-0.0012266738987580794,1.9150280000000022,0.002352000000000798
2010-12-06,2850.382,2871.407,2831.697,2857.178,110832357.331,3160.738999999998,6561.87100000001,50.0,1,0,9722.610000000008,0.01540134139030891,1.9445220000000027,0.0
2010-12-07,2843.7670000000003,2884.53,2809.11,2875.861,111266697.6839,3347.568999999998,6561.87100000001,50.0,1,0,9909.440000000008,0.01921603355477597,1.981888000000003,0.0
2010-12-08,2868.7329999999997,2880.558,2843.94,2848.546,110227180.9463,3074.4189999999976,6561.87100000001,50.0,1,0,9636.290000000008,-0.027564625246229824,1.927258000000003,0.054629999999999956
2010-12-09,2837.615,2854.7,2808.506,2810.949,108747831.204,2698.449,6561.87100000001,50.0,1,0,9260.32000000001,-0.039016052858516836,1.8520640000000035,0.1298239999999995
2010-12-10,2798.736,2850.422,2792.522,2841.04,98203063.221,2999.358999999999,6561.87100000001,50.0,1,0,9561.230000000009,0.03249455742350138,1.9122460000000032,0.06964199999999976
2010-12-13,2850.325,2923.7740000000003,2847.658,2922.954,159949594.345,3818.499000000001,6561.87100000001,50.0,1,0,10380.370000000012,0.08567307762704202,2.076074000000004,0.0
2010-12-14,2928.3,2933.407,2912.42,2927.077,152967337.117,3859.7290000000016,6561.87100000001,50.0,1,0,10421.600000000011,0.003971920076066615,2.084320000000004,0.0
2010-12-15,2927.264,2939.05,2905.6490000000003,2911.414,143370183.685,3703.0990000000015,6561.87100000001,50.0,1,0,10264.970000000012,-0.015029362094112098,2.052994000000004,0.031325999999999965
2010-12-16,2908.865,2921.275,2891.8579999999997,2898.138,109770051.796,3570.3389999999986,6561.87100000001,50.0,1,0,10132.210000000008,-0.012933306185990201,2.026442000000003,0.057878000000000984
2010-12-17,2896.77,2898.812,2881.0040000000004,2893.74,93857086.844,3526.358999999997,6561.87100000001,50.0,1,0,10088.230000000007,-0.004340612758717111,2.0176460000000027,0.06667400000000123
2010-12-20,2901.47,2911.5609999999997,2804.5559999999996,2852.9159999999997,146605402.0031,3118.1189999999965,6561.87100000001,50.0,1,0,9679.990000000007,-0.04046696001181571,1.9359980000000028,0.14832200000000118
2010-12-21,2857.5890000000004,2908.1659999999997,2846.633,2904.115,136465367.5253,3630.108999999997,6561.87100000001,50.0,1,0,10191.980000000007,0.05289158356568535,2.0383960000000028,0.045924000000001186
2010-12-22,2910.7309999999998,2917.199,2867.0490000000004,2877.9,126067397.506,3367.9590000000003,6561.87100000001,50.0,1,0,9929.83000000001,-0.025721204319474333,1.9859660000000035,0.0983540000000005
2010-12-23,2874.202,2893.711,2849.836,2855.22,109372940.6218,3141.1589999999974,6561.87100000001,50.0,1,-1,9703.030000000008,-0.022840270175824018,1.940606000000003,0.143714000000001
2010-12-24,2841.3459999999995,2853.486,2813.4959999999996,2835.157,95886756.271,3055.8499999999963,6842.810000000009,60.0,-1,0,9898.660000000005,0.02016174329049769,1.9797320000000025,0.10458800000000146
2010-12-27,2842.8070000000002,2876.8109999999997,2774.538,2781.402,123390148.345,3593.3999999999974,6842.810000000009,60.0,-1,0,10436.210000000006,0.05430533021641315,2.0872420000000025,0.0
